0029-1.1-03|sua3--loh8-lai5 khuann3 biau5-lik8-kuan7 bin5-a2-tsai3 ji7 tshit4 ho7 e5 thinn1-khi3
0029-1.2-03|un1-too7 ji7-tsap8-goo7 tsi3 sann1-tsap8 too7,loh8-hoo7 ki1-lut8 lak8-tsap8 pha1"
0029-1.3-03|lai5-pin1 lak8-pah4 khong3 tshit4 ho7 tshiann2-lai5 tsap8-peh4 ho7 kui7-tai5 pan7-li2
0029-1.4-03|long2-tsong2 nng7-pah4 kau2-tsap8-lak8 khoo1,tsau7 li2 si3 khoo1"
0029-1.5-03|kin1-a2-jit8 si7 peh4-gueh8 ji7-it4,pai3-it4"
0029-1.6-03|gua2 e5 hoo7-tsiau3 ho7-be2 si7 su3 ji7 pat4 ngoo2 su3 khong3 tshit4 it4 liok8
0029-1.7-03|guan2 tau1 e5 tian7-ue7 ho7-be2 si7 khong3 sam1 ngoo2 pat4 su3 sam1 kiu2 tshit4 ji7
0029-1.8-03|i1 ti7 it4 kiu2 pat4 pat4 ni5 tshut4-si3
0029-1.9-03|tshiann2 pang1 gua2 tsuan2 hun1-ki1 sam1 tshit4 pat4 pat4
0029-2.1-03|gua2 siunn7-beh4 lai5-khi3 king2-tshat4-kiok8 pan7 tai7-tsi3.
0029-2.10-03|beh4 khi3 to2-ui7 tse7?
0029-2.11-03|kong1-hng5 gua7-bin7 u7 tsit8 ki1 tshia1-pai5-a2,li2 e7-sai2 ti7 hia1 tse7."
0029-2.12-03|tioh8 tua3 to2 tsit8 tsam7 loh8-tshia1?
0029-2.13-03|tua3 kong1-hng5-loo7 uan2-tong1 pah4-hue3 kong1-si1 hit4 tsam7 loh8.
0029-2.14-03|sit4-le2,li2 tu2-tsiah4 kong2 siann2-mih4?tshiann2 li2 kong2 khah4 ban7--leh4."
0029-2.15-03|gua2 kong2,tua3 kong1-hng5-loo7 uan2-tong1 pah4-hue3 kong1-si1 hit4 tsam7 loh8."
0029-2.16-03|hia1,kong1-tshia1 u7 tsin1 tse7--bo5?"
0029-2.17-03|u7,mui2 tsap8 hun1-tsing1 u7 tsit8 pang1."
0029-2.2-03|tshiann2-mng7,tui3 tsia1 khi3,u7 tsin1 hng7--bo5?"
0029-2.3-03|bo5 gua7 hng7,kin7-kin7--a2."
0029-2.4-03|ma5-huan5 li2 ka7 gua2 kong2 an2-tsuann2 khi3,ho2--bo5?"
0029-2.5-03|li2 beh4 kiann5-loo7 khi3,iah4-si7 tse7 tshia1 khi3?"
0029-2.6-03|gua2 beh4 tse7 tshia1 khi3,m7-koh4 gua2 m7 tsai1-iann2 beh4 ti7 to2-ui7 be2 tshia1-phio3."
0029-2.7-03|li2 e7-sai2 ti7 loo7-pinn1 hia1 be2,iah4-si7 tsiunn7-tshia1 e5 si5 tsiah4 be2."
0029-2.8-03|khi3 king2-tshat4-kiok8 tioh8 tse7 kui2 ho7--e5?
0029-2.9-03|gua2 bo5 gua7 tshing1-tsho2,kho2-ling5 si7 ji7-ngoo2-sam1--e5."
0029-3.1-03|si7“su1-siang1-ki1”m7 si7“su1-siong2-khi2”
0029-3.10-03|tong1-jian5,"
0029-3.11-03|ui3 hit4 e5 ni5-tai7 e5 ki3-tsai3 kah4 tsu1-liau7-tiong1,"
0029-3.12-03|ke1-kiam2 e7 hoo7 lan2 thiann1-tioh8 tsin1 tse7 senn3-mia7 e5 bo5-nai7 kah4 siann1-im1 e5 kam2-tong7,"
0029-3.13-03|ki5-sit8 tse1 ma7 si7 tsit8-tsiong2 tsho3-goo7 e5 bi2-le7.
0029-3.14-03|“su1-siong2-khi2”e5 guan5-si2 kua1-mia5 to7 si7“su1-siang1-ki1”,"
0029-3.15-03|ma7 u7 lang5 sia2 tso3“su1-siang1-ki1”kah4“su1-siang1-ki1”.
0029-3.16-03|tse1 si7 hit4-si5 tan5 tat8 sian1-sinn1 kau3 tai5-pak4 tsu3-tshiunn3,"
0029-3.17-03|gua2 ti7 kua1-thiann1 bo5-i3-tiong1 thiann1--tioh8,"
0029-3.18-03|iau1-tshiann2 i1 e5 lang5 tshin1-tshui3 lau5--loh8-lai5 e5 kong2-huat4;
0029-3.19-03|ji5-tshiann2“su1-siang1-ki1”e5 kua1-mia5 u7 hu5-hap8 kua1-su5 lai7-te2 e5 i3-king2,"
0029-3.2-03|tsok4-tsia2:lim5 tshong1-bing5
0029-3.20-03|tshin1-tshiunn7“kam1-tsia3 ho2-tsiah8 i1 to7 siang1-thau5 tinn1”,"
0029-3.21-03|“tua7-boo2 tshua7 liau2 i1 to7 tshua7 se3-i5”,"
0029-3.22-03|“se3-i5-a2 tshua7--lai5 si7 lang5-lang5 ai3”,"
0029-3.23-03|m7-koh4 tiong7-tiam2 si7
0029-3.24-03|“pang3-sak4 tua7-boo2 i1 to7 siong7 kho2-lian5”,"
0029-3.25-03|“a1-kun1--a2 kong2-ue7 na7 u7-iann2”,"
0029-3.26-03|“to1-tshiunn1 lai5 tso3 loo7 ma7 kann2 kiann5”.
0029-3.27-03|sui1-jian5 i1 tshiunn3“su1-siang1-ki1”,"
0029-3.28-03|m7-koh4 to7 si7 kio3 lang5 tshian1-ban7 m7-thang1“su1-siang1-ki1”!
0029-3.29-03|tian1-to3 si7“su1-siong2-khi2”e5 kua1-mia5 bo5 siann2 hap8 kua1-su5 e5 i3-su3,"
0029-3.3-03|hue5-siong2 hit4 e5 kan1-na1 su1-siong2 to7 e7 u7 tsue7 e5 ni5-tai7,"
0029-3.30-03|to7 lian5 tan5 tat8--a2 tshiunn3-kua1,"
0029-3.31-03|tsit8 khai1-si2 e5 huat4-im1 ma7 si7“su1-a2-siang1-a2-ki1”,"
0029-3.32-03|m7 si7“su1-a2-siong2-a2-khi2”,"
0029-3.33-03|tan1-sun5 e5 huat4-im1 i2-king1 lai5 ka7 in3-tsing3.
0029-3.34-03|si3,goo7-tsap8 ni5 tsing5,"
0029-3.35-03|si7 lan2 jin5-bin5 tshong3-tsok4 e5 kua1-khik4 e7 hoo7 lang5 oo1-peh8 kim3 e5 si5-tai7;
0029-3.36-03|jin5-bin5 na7 u7 siunn7-beh4 tsu3-tshiunn3 kah4 tshut4 tshiunn3-phinn3,"
0029-3.37-03|it4-ting7 si7 ai3 king1-kue3“king2-pi7 tsong2-poo7”giam5-keh4 e5 sim2-tsa1.
0029-3.38-03|siunn7 ma7 tsai1-iann2,"
0029-3.39-03|na7-si7 iong7“su1-siang1-ki1”guan5-lai5 e5 kua1-mia5 lai5 su1-sia2,tshing1-hoo1,"
0029-3.4-03|tai5-uan5 e5 bin5-kan1 ge7-jin5 ping7 bo5 siann2-mih4 tsu7-tsu2-khuan5,"
0029-3.40-03|beh4 na2 u7 kho2-ling5 hoo7“king2-tsong2”phue1-tsun2!
0029-3.41-03|m7-koh4 sio2-khua2 pian3-khiau3,kai2-iong7 hua5-gi2“nga2-hua3”,"
0029-3.42-03|ka7 kai2 tso3“su1-siong2-khi2”,"
0029-3.43-03|to7 u7 khah4 hu5-hap8 kue3-khi3 sit8-bin5 tsing3-hu2 e5 i3-sik4 hing5-thai3,"
0029-3.44-03|thang1 hoo7 in1 iong7-lai5 se2 lan2 peh4-senn3,jin5-bin5 e5 nau2(i1 siunn7-beh4 ai3 lan2 su1-liam7 tiau3-uan2 e5 tiong1-kok4 koo3-hiong1)──"
0029-3.45-03|bok8-kuai3 kau3 hian7-tshu2-si5 tui3-huann7 e5 tiong1-kok4 tsing3-hu2,"
0029-3.46-03|ma7 e7 ka7 khioh4 khi2-lai5 thong2-tsian3 lan2 tai5-uan5.
0029-3.47-03|koh4-tsai3 kong2,"
0029-3.48-03|ti7 hit4-si5 bak8-tsiu1 i2-king1 kiong7-kiong7-beh4 sit4-bing5--khi3 e5 tan5 tat8 lau7-sian1-sinn1,"
0029-3.49-03|i1 beh4 na2 u7 siann2-mih4 ka7 huan2-khong3 e5 ling5-lik8,"
0029-3.5-03|gua7-lai5 e5 kok4-bin5 tsing3-hu2 siunn7-beh4 ka1-tshim1 sit8-bin5 e5 hau7-ko2,"
0029-3.50-03|i1 kan1-na1 e7-sai2 thau1-thau1-a2 kio3 lang5,siunn7 pan7-huat4 ka7 kua1-khik4 tsin1-tsiann3 e5 guan5-si2 mia5-tshing1 lau5--loh8-lai5,"
0029-3.51-03|jian5-au7 tak8-pai2 lok8-im1 kah4 hian7-tiunn5 ian2-tshiunn3,"
0029-3.52-03|it4-ting7 si7 tshiunn3 tsiok4 piau1-tsun2 e5“su1-a2-siang1-a2-ki1”e5 huat4-im1,"
0029-3.53-03|tse1 ma7 piau2-si7 kong2 thiann1-tioh8 kua1-siann1 e5 lang5,"
0029-3.54-03|i1 ma7 ai3 tau3 ki3-lok8 ka7 liu5-thuan5--loh8-lai5--lah4!
0029-3.55-03|hian7-tshu2-si5,"
0029-3.56-03|tsit4 te3 siong7 thuan5-thong2 e5 bin5-iau5“su1-siang1-ki1”,"
0029-3.57-03|sui1-jian5 lan2 e7-tang3 iong7 gueh8-khim5 lai5 tsu7 tuann5,tsu7 tshiunn3,"
0029-3.58-03|kiat4-ko2 suah4 m7 tsai1-iann2 guan5-si2 kua1-mia5 e5 khi2-sim1-tong7-liam7 si7 siann2-mih4,"
0029-3.59-03|kah4 tan5 tat8 lau7-sian1-sinn1 ui7-siann2-mih4 kian1-tshi5 iong7 tsing3-khak4 huat4-im1 e5 khoo2-sim1.
0029-3.6-03|to7 khioh4 lan2 bin5-kan1 e5 bun5-hua3 kok4-po2,"
0029-3.60-03|gua2 siunn7,"
0029-3.61-03|lan2 ing3-kai1 hoo7 tak8-ke1 tsai1-iann2 guan5-si2 e5 kua1-mia5,"
0029-3.62-03|ping7 m7 si7 kue3-khi3 gua7-lai5 e5 sit8-bin5 tsing3-hu2 ka7 lan2 se2-nau2 soo2 kong2 e5“su1-siong2-khi2”,"
0029-3.63-03|ma7 ai3 khi3 liau2-kai2 hit4 e5 si5-tai7 e5 tsin1-sit8 bin7-mau7.
0029-3.64-03|tsin1-sit8 to7 si7 tsin1-sit8,"
0029-3.65-03|m7-bian2 kiann1 kong2 kua1-mia5 kam2 u7 siann2-mih4“put4-nga2”,"
0029-3.66-03|“su1-siang1-ki1”to7 si7“su1-siang1-ki1”.
0029-3.7-03|lai5 soo1-thong1 kun1-tiong1 lau7-ping1 su1 hiong1 e5 tsing5-su7,"
0029-3.8-03|kiam1 e7-sai2 ke3-siok8 ka7 lan2 tai5-uan5 pun2-thoo2 e5 jin5-bin5 se2-nau2──lian5 hian7-tshu2-si5 tui3-huann7 e5 tiong1-kok4 ma7 tsai1-iann2,"
0029-3.9-03|tse1 tsin1-tsiann3 si7 tsiann5 ho2-ing7 e5 bun5-hua3 thong2-tsian3 kang1-ku7.
0029-4.1-03|khit4-tsiah8 he7 tua7-guan7——tshiau1-tshue7 ji7 khong3 it4 pat4 tai5-gi2 loo7
0029-4.10-03|nng7 ji7,“un2 si2”!"
0029-4.11-03|an2-tsuann2 kong2--leh4?
0029-4.12-03|lan2 khuann3 it4 kiu2 kiu2 khong3 ni5,"
0029-4.13-03|tshit4 tua7 kuan7-tshi7 bin5-tsin3-tong2 kuan7-tshi7-tiunn2 tsu2-pian7 e5“pun2-thoo2 gi2-gian5 kau3-iok8 bun7-te5 te7-it4 tshu3 hak8-sut8 gian2-tho2-hue7”to7 tsai1,"
0029-4.14-03|tse1 si7 te7-it4 pai2 kuann1-hong1 khai1-si2 teh4 su1-kho2“bu2-gi2 kau3-iok8”e5 bun7-te5 kah4 sit8-tse3 hing5-tong7.
0029-4.15-03|kau3 ji7 khong3 khong3 it4 ni5,"
0029-4.16-03|kau3-iok8-poo7 suan1-poo3 kok4-sio2 tsit8 le2-pai3 ai3 u7 tsi3-tsio2 tsit8 tsiat4 e5“hiong1-thoo2 gi2-gian5”kho3-ting5,"
0029-4.17-03|ji7 khong3 khong3 it4 ni5 sing5-lip8 kheh4-ka1 ui2-uan5-hue7,"
0029-4.18-03|ji7 khong3 khong3 sam1 ni5 khai1-si2 tho2-lun7“gi2-gian5 ping5-ting2-huat4”tsho2-an3...
0029-4.19-03|thiau3 kau3 ji7 khong3 it4 tshit4 ni5,"
0029-4.2-03|tsok4-tsia2:too7 sin3-liong5
0029-4.20-03|bin5-tsin3-tong2 u7-iann2 ti7 tsing3-tshik4 hong1-bin7 tui3 tshiunn2-kiu3 bu2-gi2 u7 siong1-tong1 e5 pang1-tsan7.
0029-4.21-03|m7-koh4,na7 tok8-tok8 khuann3 tai5-gi2,"
0029-4.22-03|suah4 be7-tin2-be7-tang7,"
0029-4.23-03|m7 tsai1 si7 siann2-mih4 bun7-te5?
0029-4.24-03|beh4 khip4-in2 koh4-khah4 tse7 lang5──iu5-ki5 si7 siau3-lian5-lang5──lai5 su1-sia2 bu2-gi2,sit8-tsian7 bun5-ji7-hua3,"
0029-4.25-03|tsit4 e5 un7-tong7 e5 hong1-hiong3 si7 kue3-khi3 bin5-kan1 it4-tit8 teh4 tshui1-sak4--e5.
0029-4.26-03|tsong2--si7,bin5-kan1 tsu1-guan5 iu2-han7,"
0029-4.27-03|un7-tong7-tsia2 ua2-kho3--e5 si7 sim1-lai7 jiat8-phut4-phut4 e5 jiat8-tsing5 kah4 su2-bing7-kam2.
0029-4.28-03|si7-kong2,"
0029-4.29-03|jiat8-tsing5 kam2 u7-huat4-too7 tui3-khong3 si5-tai7 e5 pian3-tshian1,kah4 hua5-gi2 tshi7-tiunn5 tshia1-piann3?"
0029-4.3-03|tai5-gi2-bun5 sin1-ni5 he7 sin1 guan7-bong7,"
0029-4.30-03|na7 bo5 kuann1-hong1 e5 tsu1-guan5 iah4-si7 sit8-tse3 tsing3-tshik4 lai5 sio1-thin7,"
0029-4.31-03|pun2-thoo2 gi2-gian5 tauh8-tauh8-a2 sue1-bi5,"
0029-4.32-03|tsiong1-ki5-bue2 kan1-na1 si7“khng3 ti7 phok4-but8-kuan2”e5 un7-mia7 nia9.
0029-4.33-03|tui3 gi2-gian5 un7-tong7 huat4-tian2 e5 ni5-pio2 lai5 khuann3,"
0029-4.34-03|kuann1-hong1 tui3 gi2-gian5 tsing3-tshik4 tsun1-tshun5 e5 thing5-too7 si7 pun2-thoo2 gi2-gian5 uah8-mia7 e5 me5-kak4,"
0029-4.35-03|ai3 u7 kau3-giah8 e5 tsu1-guan5,"
0029-4.36-03|m7-tsiah4 thang1 the3 gi2-gian5 e5 thuan5-poo3 tshong3-tso7 to1-guan5 e5 mng5-loo7.
0029-4.37-03|thau3-kue3 mui5-the2 thuan5-poo3,"
0029-4.38-03|hoo7 koh4-khah4 tse7 lang5 tsiap4-siu7 pun2-thoo2 gi2-gian5,"
0029-4.39-03|be7 koh4 jin7-ui5“kong2 bu2-gi2”si7 tshau3-tsian7--e5,"
0029-4.4-03|beh4 ng3-bang7 lan2 tsit8 tang1 pi2 tsit8 tang1 koh4-khah4 ho2,"
0029-4.40-03|ka7“oh8 bu2-gi2”tsiann5-tso3 si7 si5-kiann5 e5 un7-tong7.
0029-4.41-03|an2-ne1 bo5-hing5-tiong1,"
0029-4.42-03|ma7 e7 hoo7 tak8-ke1 kian3-lip8“gi2-gian5 ping5-ting2”e5 jin5-khuan5 kai3-liam7.
0029-4.43-03|ji7 khong3 it4 tshit4 ni5,"
0029-4.44-03|hing5-tsing3-inn7 i2-king1 ka7“kok4-ka1 gi2-gian5 huat4-tian2-huat4”tsho2-an3 sang3 kau3 lip8-huat4-inn7,"
0029-4.45-03|bin5-kan1 thuan5-the2“tshui1-sing1 tai5-gi2 kong1-kiong7 tian7-si7-tai5”tit4-tioh8 bun5-hua3-poo7 puah4 lak8-tshing1-ban7 king1-hui3
0029-4.46-03|ti7 ji7 khong3 it4 pat4 ni5 hoo7 hua5-si7 beh4 tso3 tai5-gi2 tsiat4-bok8,"
0029-4.47-03|kann2-na2 u7 sio2-sio2 e5 sing5-ko2,"
0029-4.48-03|m7-koh4 guan5-tsu7-bin5 kok4 tsok8-gi2 kah4 kheh4-gi2 i2-king1 koo7 ki5-thann1 huat4-guan5 tsiann5-tso3“kok4-ka1 gi2-gian5”--ah4,"
0029-4.49-03|guan5-tsu7-bin5-tsok8 tian7-si7-tai5 kah4 kheh4-ka1 tian7-si7-tai5 ma7 u7 siong1-kuan1 e5 ui2-uan5-hue7 teh4 tsi1-tshi5,"
0029-4.5-03|tioh8-ai3 kiam2-tho2 ting2 tsit8 tang1 u7 siann2-mih4 huat4-tian2.
0029-4.50-03|ah4 tai5-gi2--leh4?
0029-4.51-03|bin5-tsin3-tong2 na7-tsun2 thang1 ke3-siok8 tsip4-tsing3,"
0029-4.52-03|lak8 tang1 lai7 kam2 e7 u7 tai5-gi2 ui2-uan5-hue7,tai5-gi2 e5 kok4-ka1 gi2-gian5 te7-ui7 iah4-si7 tai5-gi2 tian7-si7-tai5?"
0029-4.53-03|lan2 na2 khit4-tsiah8,"
0029-4.54-03|kiann1 kong2 tua7-sim1-khui3,"
0029-4.55-03|tsip4-tsing3-tong2 bo5 ai3 puah4 king1-hui3,"
0029-4.56-03|khah4 tsio2 huah4-siann1 beh4 tsing1-tshu2 siat4-lip8 tsuan1-tsik4 ui2-uan5-hue7,"
0029-4.57-03|tsiah4 sing1 tsing1-tshu2“kok4-ka1 gi2-gian5 huat4-tian2-huat4”kah4 tai5-gi2 tian7-si7-tai5.
0029-4.58-03|lan2 teh4 siunn7,"
0029-4.59-03|lan2 kam2-si7 siunn1 ka7 ka1-ki7 han7-tse3--ah4?
0029-4.6-03|lan2 kan2-tan1 hue5-koo3 tsing5-kau3-tann1 pun2-thoo2 gi2-gian5 hok8-tsin2 un7-tong7 e5 huat4-tian2,"
0029-4.60-03|iah4-si7 tshua7-thau5 tsip4-tsing3-tsia2 bo5-sim1?
0029-4.61-03|lan2 su1-iau3 tham3-tho2--e5,"
0029-4.62-03|si7 hian7-sit8-bin7 beh4 an2-tsuann2 tiau5-tsing2 bi7-lai5 un7-tong7 e5 hong1-hiong3,"
0029-4.63-03|ng3-bang7 kuan1-sim1 tai5-gi2-bun5 e5 ko3-jin5,sia7-thuan5 kah4 jim7-ho5 thuan5-the2 tang5-tse5 su1-kho2,"
0029-4.64-03|tshiau1-tshue7 ji7 khong3 it4 pat4 e5 tai5-gi2 loo7.
0029-4.7-03|kah4 kue3-khi3 lai5 pi2-phing7,"
0029-4.8-03|tsong2-kong2--tsit8-ku3,"
0029-4.9-03|beh4 kiu3 pun2-thoo2 gi2-gian5 na7 bo5 tsing3-ti7 tshiu2-tuann7,"
0029-5.1-03|ng3-bang7 ji7-ji7-pat4 e5 tsuan2-hing5 tsing3-gi7
0029-5.10-03|tui3-thai7 tiong1-kok4-lang5 na7 siunn1 kheh4-khi3,"
0029-5.100-03|suah4 hoo7 tsiunn2 kai3-sik8 iong7“tsu7-koo2 i2-lai5 tai5-uan5 si7 tiong1-kok4 e5 tsit8-poo7-hun7”e5 peh8-tshat8 tsioh4-khau2 tng5-ki5 tsiam3-nia2 tai5-uan5.
0029-5.101-03|tsu7 ji7-ji7-pat4 jin5-bin5 khi2-gi7 i2-au7,"
0029-5.102-03|tai5-uan5-lang5 tsiah4 kak4-tshinn2-tioh8 tioh8 kian3-lip8 tok8-lip8 e5 tai5-uan5-kok4 e5 tiong7-iau3.
0029-5.103-03|tann1,sui1-bong2 u7 ji7-ji7-pat4 ki3-liam7-jit8."
0029-5.104-03|m7-koh4,tsin1 tse7 siau3-lian5-lang5 tui3 khut4 guan5 e5 jin7-bat4 suah4 khah4 iann5 kue3 ji7-ji7-pat4."
0029-5.105-03|tse1 tsit8-hong1-bin7 si7 in1-ui7 tsuan2-hing5 tsing3-gi7 tso3 bo5-kau3,"
0029-5.106-03|tsit8-hong1-bin7 si7 in1-ui7 lan2 bo5 ka7 ji7-ji7-pat4 pian3-tso3 bin5-siok8 uah8-tang7!
0029-5.107-03|kong2 tsan2--e5,"
0029-5.108-03|lan2 ing3-tong1 ka7 goo7-jit8-tseh4 e5 pe5-ling5-tsun5 uah8-tang7 sua2 khi3 ji7-ji7-pat4 pan7
0029-5.109-03|thang1 ki3-liam7 hit4 kua2 hoo7 tiong1-kok4-tong2 tan3 loh8 tsui2-te2 e5 ai3-kok4 uan1-hun5.
0029-5.11-03|in1 to7 e7“nng2-thoo5-tshim1-kut8”“tsiah8-lang5-kau3-kau3”.
0029-5.110-03|thau3-kue3 bin5-siok8 uah8-tang7 tsiah4 e7-tang3 ka1-kiong5 bin5-tsiong3 tui3 ji7-ji7-pat4 e5 ki3-ti5!
0029-5.12-03|tse1 hueh4-sai1-sai1 e5 an3-le7 sit8-tsai7 tsin1 tse7.
0029-5.13-03|lan2 ka7 khuann3 a1-pinn2 tsing5-tsong2-thong2 e5 su1-huat4 pik4-hai7 to7 tsai1.
0029-5.14-03|tong1-tshoo1 a1-pinn2 tua7 huat4 tsu5-pi1-sim1,"
0029-5.15-03|tsip4-tsing3 e5 si5 bo5 tshing1-sng3 tsit4 e5 gua7-lai5 e5 tiong1-kok4-tong2.
0029-5.16-03|kiat4-ko2,"
0029-5.17-03|in1 tsia1 tsing1-senn1 kam2 u7 tai3-liam7 tai5-uan5-lang5 e5 un1-tsing5?
0029-5.18-03|in1 tsiau3-siong5 lian5-hap8 a1-kiong7-a2 lai5 tsau1-that4 lan2 tai5-uan5-lang5.
0029-5.19-03|a1-pinn2--a2 tsit8 loh8-tai5,"
0029-5.2-03|tsok4-tsia2:tsiunn2 ui5-bun5
0029-5.20-03|to7 sui5 hong9 khau3 khi3 long5-a2-lai7.
0029-5.21-03|ah4 ma2 ing1-kiu2--leh4?
0029-5.22-03|tso3 hiah4 tse7 ui5-huat4 e5 iau2-siu7-tai7,"
0029-5.23-03|kau3-tann1 koh4 ti7 hia1 pha1-pha1-tsau2.
0029-5.24-03|tse1 kam2 m7 si7 tsin1 ham3?
0029-5.25-03|tai5-uan5-lang5 m7-thang1 koh4 gong7-siunn7--ah4!
0029-5.26-03|lan2 tioh8 tui3 ji7-ji7-pat4 oh8-tioh8 kau3-hun3,"
0029-5.27-03|tioh8 ka7 tiong1-kok4-lang5 e5 tsin1 bin7-bok8 jin7 hoo7 tshing1 khuann3 hoo7 bing5!
0029-5.28-03|jit8-pun2 si5-tai7 in1-ui7 tai5-uan5 ham7 tiong1-kok4 e5 tsing3-ti7,bun5-hua3 hun1-li5,"
0029-5.29-03|ti3-su2 tsin1 tse7 tsiong5-su7 huan2-khong3,bin5-tsok8 un7-tong7 e5 sian9-pai2 tsin1 tsio2 u7 tiong1-kok4 king1-giam7."
0029-5.3-03|kin1-ni5 si7 ji7-ji7-pat4 kik4-bing7 tshit4-tsap8 tsiu1-ni5.
0029-5.30-03|in1 tui3 tiong1-kok4 e5 jin7-bat4 bo5-kau3,"
0029-5.31-03|tso7-sing5 in1 tui3 tiong1-kok4 u7 bok8-bing5 e5 ho2-kam2,"
0029-5.32-03|goo7-jin7 tsi2-u7 ua2-kho3“tsoo2-kok4”tai5-uan5 tsiah4 u7 tshut4-thau5-thinn1 e5 tsit8 kang1.
0029-5.33-03|it4 kiu2 su3 ngoo2 ni5 jit8-pun2 tsian3-pai7 tau5-hang5,"
0029-5.34-03|lian5-kun1 thong2-sue3 MacArthur tsi2-phai3 tiong1-kok4 tsian3-khu1 e5 tsiunn2 kai3-sik8 tai7-piau2 lian5-kun1
0029-5.35-03|tsiap4-kuan2 hit4-tong1-si5 hoo7 jit8-kun1 tsiam3-nia2 e5 tai5-uan5 kah4 uat8-lam5 pak4-poo7.
0029-5.36-03|tsiunn2 kai3-sik8 hun1-piat8 phai3 loo5 han3 kah4 tan5 gi5 tua3-nia2 kun1-tui7 tsin3-jip8 uat8-lam5 pak4-poo7 kah4 tai5-uan5.
0029-5.37-03|tsit4 e5 si5-ki5,"
0029-5.38-03|tsiunn2 kai3-sik8 ui7 ing3-hu3 tiong1-kok4 e5 lai7-tsian3,"
0029-5.39-03|to7 ui3 uat8-lam5 ham7 tai5-uan5 tshiunn2 tsin1 tse7 niu5-sit8 un7 tng2-khi3 tiong1-kok4.
0029-5.4-03|sui1-bong2 sat4-jin5 tsing3-tong2 tiong1-kok4-kok4-bin5-tong2 i2-king1 loh8-tai5,"
0029-5.40-03|in1-ui7 an2-ne1,"
0029-5.41-03|tai5-uan5 m7-tsiah4 e7 u7“si3-ban7 khoo1 uann7 tsit8 khoo1 sin1-tai5-phio3”e5 thong3-khoo2 king1-giam7.
0029-5.42-03|ti7 uat8-lam5,"
0029-5.43-03|tsiunn2 kai3-sik8 m7-na7 kai3-jip8 uat8-lam5 kok4-hue7 suan2-ki2 ma7 iau1-kiu5 tsiap4-kuan2-ha7 e5 uat8-lam5 tsing3-hu2
0029-5.44-03|ai3 hu3 tua7 phue1 e5 ng5-kim1 kah4 niu5-sit8 hoo7 tiong1-kok4-kok4-bin5-tong2.
